"product_name","product_brand","units_sold","revenue"
"Polo Ralph Lauren Hanging Woven Boxer (p577)","Polo Ralph Lauren","9","252"
"Women's Black Lace Sheer Collection Babydoll with G-string 3 Pieces Set (Back in Stock))","VIVILLI","9","252"
"N2N Bodywear UN9 - Cotton Long John Pants - White or Black","N2N Bodywear","9","252"
"Nautica Men's Gilbert Stripe Sleep Pant","Nautica","7","252"
"Mens Cashmere & Cotton Cable Crew Neck Sweater","Wool Overs","6","252"
"Playtex Women's Cross Your Heart Lightly Lined Seamless Soft Cup Bra #655","Playtex","9","252"
"Donna Karan Little Luxuries Toning Cami (731128)","Donna Karan","7","252"
"Not Your Daughter's Jeans Women's Petite Edna Crop Jean","Not Your Daughter's Jeans","3","252"
"Bali Women's Live It Up Seamless Underwire Bra #3353","Bali","7","252"
"LLLI Chemise with Layer V-Neck #4370","LLLI","6","252"
"Bali Women's One Smooth U-back Underwire With Lift","Bali","7","252"
"adidas Women's Tiro 11 Short-Sleeve Jersey Top","adidas","6","252"
"American Apparel Velvet Legging","American Apparel","6","252"
"Maidenform Women's Control It Shiny Collection Full Slip Bra","Maidenform","6","252"
"Hollister Women's Plaid Miniskirt","Hollister","7","252"
"Fashion Forms Women's Lace Backless Strapless Bra","Fashion Forms","7","252"
"Armani Exchange Long Sleeve Blurred Logo Tee","A:X Armani Exchange","6","252"
"ONEILL W APPAREL Juniors Sunbeam Ripstop Shorts","O'Neill","6","252"
"Polo by Ralph Lauren Andrew Stripe Woven PJ Pant","Polo Ralph Lauren","6","252"
"Nautica Men's Nautica 2 Pack Boxer Brief","Nautica","7","252"
"Rock Revival - Mens John Straight Leg Denim Jeans in Color: T25","Rock Revival","2","252"
"Dickies Men's 13 Inch Regular Fit Canvas Work Short","Dickies","6","252"
"American Apparel Unisex Cotton Twill Postal Short","American Apparel","6","252"
"Burnside Men's Spud Solid Knit Hoody Shirt","Burnside","6","252"
"Crooks and Castles The Ruler Tee","Crooks and Castles","7","252"
"2(x)ist Men's Touch Ultra Contour Pouch No Show Trunk","2(x)ist","9","252"
"Harbor Bay Big & Tall Swim Rash Guard",NULL,"7","252"
"Hook And Tackle Men H&T Flex II Short","Hook and Tackle","7","252"
"RVCA Men's VTC 2 Tee","RVCA","9","252"
"Calvin Klein Men's Micro Modal Boxer Brief Fashion","Calvin Klein","9","252"
"Maidenform Women's The Dream Bra T-Shirt Bra","Maidenform","7","252"
"Fruit of the Loom Men's Boxer Briefs 2 Pack","Fruit of the Loom","12","252"
"Life is Good Men's Softwash Hoodie","Life Is Good","4","252"
"HUE Women's 3-Pack Argyle Knee Socks","HUE","14","252"
"Wrightsock Women's Coolmesh Ii Crew 3 Pack Athletic Socks","Wrightsock","7","252"
"Calvin Klein Jeans Men's Long-Sleeve Military Half-Zip Sweater","Calvin Klein Jeans","4","251.9600067138672"
"Kenneth Cole Women's Solid Draped Top","Kenneth Cole","4","251.9600067138672"
"Calvin Klein Women's Plus-Size Slimmed Pant","Calvin Klein","4","251.9600067138672"
"Rip Curl Men's Constant Pant","Rip Curl","6","251.94001007080078"
"Dockers Women's Petite Besom Pocket Pant","Dockers","6","251.94001007080078"
"Alfred Dunner Lake Geneva Fairisle Chenille Sweater","Alfred Dunner","6","251.94001007080078"
"Adult Unisex Live Love Board Full Zip Hoodie","Activewear Apparel","6","251.94001007080078"
"Tri-Mountain Women's Lightweight Quilted Vest. 8120","Tri-Mountain","6","251.94001007080078"
"Thorlo Unisex Moderate Cushion Lightweight Running Mini-Crew Sock","Thorlo","6","251.94001007080078"
"Adult Unisex Live Love Crew Zip Hoodie","Activewear Apparel","6","251.94001007080078"
"Wrangler Men's 20x Relaxed Fit Jean","Wrangler","6","251.94001007080078"
"Live Love Run Cross Country Zip Hoodie Sweatshirt","Activewear Apparel","6","251.94001007080078"
"Wrangler Men's Big Rugged Wear Stretch Jean Stonewashed 46x28","Wrangler","7","251.93001174926758"
"HUGO BOSS Men's Cotton Boxer Brief Op 3 Pack","HUGO BOSS","7","251.93001174926758"
"Womens 100% Cotton Cuff Leg Bloomers 4-inch Inseam 3-Pack","Underworks","9","251.90999794006348"
"F.U.S.A.I FUSAI Men's Quilted Hoodie Hooded Sweatshirt Plaid","F.U.S.A.I.","9","251.90999794006348"
"Aeropostale Mens Cargo Shorts - Style 7256","Aeropostale","9","251.90999794006348"
"Women's ArmourÃ‚Â® 4 Shorts Bottoms by Under Armour","Under Armour","9","251.90999794006348"
"Thorlo Men's Experia Merino Wool/Silk Crew Sock","Thorlo","12","251.87999725341797"
"Quiksilver Men's Estate Hoodie","Quiksilver","6","251.87999725341797"
"Alpinestar Men's Ride It Tech Zip Fleece Hoodie Black","Alpinestars","6","251.75999450683594"
"Vans Men's Occulta Pull Over Hoodie Dark Gray","Vans","6","251.75999450683594"
"eloquii JAG Dark Wash Flared Jeans","eloquii","7","251.7199935913086"
"Besame High Quality Fuchsia Cotton Lycra Printed Sexy SET #SL3400-5400 Made in Colombia","Besame","6","251.7000045776367"
"Zoo York Men's Hunters Point Sublimation Hoodie","ZOO YORK","6","251.7000045776367"
"Soft Ones Women's 11160 Robe","Soft Ones","6","251.7000045776367"
"Life is good Peace Cat & Dog Women's Long Sleeve Shirt","Life Is Good","7","251.65000534057617"
"Mens Designer Silver Paisleys Tuxedo Vest Set Match Tuxedo Vests Cufflinks Hanky and Ascot Tie for Suit Y&G VS2006","Y&G","7","251.65000534057617"
"Black Solid Formal Vest for Men for Mens Gift Idea with Tuxedo Vests Cufflinks Hanky and Ascot Tie for Suit Y&G VS2003","Y&G","7","251.65000534057617"
"Haggar Performance Cool 18 Pleated Golf Pants","Haggar","9","251.55000686645508"
"Izod Men's 2 Piece Sleep Set","IZOD","9","251.55000686645508"
"Bra With G-string","Coquette","9","251.55000686645508"
"Metal Mulisha Men's Chapter 4 Short","Metal Mulisha","7","251.30001068115234"
"Trendy Solid Jersey Infinity Scarf","Ecoscapes","15","251.25"
"Nat Nast Men's Deep Pockets","Nat Nast","5","250.9499931335449"
"Rocawear Men's Dekalb Jean","Rocawear","4","250.9199981689453"
"Carhartt Men's Signature Canvas Workflex Cap","Carhartt","7","250.8100128173828"
"Woolrich Women's Rohana Hoodie","Woolrich","10","250.59999465942383"
"Allegra K Mens Fashion Faux Fur Collar Button Closure Slant Pockets Winter Coat Black S","Allegra K","7","250.45999145507812"
"SPEEDO Men's Classic Aquashort","Speedo","7","250.1099967956543"
"Port & Company - 7.8-oz Full-Zip Hooded Sweatshirt.","Port & Company","7","250.1099967956543"
"La Leche League International Pullover Nursing Sports Bra","La Leche League Sports Nurising Bra White","7","250.04000854492188"
"Betsey Johnson Women's Stretch Slip with Pockets","Betsey Johnson","7","250.04000854492188"
"Jolt Juniors Skinny Pant","Jolt","9","250.02000617980957"
"Burnside Men's Impure Burnside's Corduroy Short","Burnside","10","250"
"DKNY Men's Digital Print Camo Hip Trunk","DKNY","10","250"
"Izod Men's Kimono Robe","IZOD","5","250"
"See Thru Soul Juniors Skinny Boyfriend Fashionable Short","See Thru Soul","10","250"
"Lee Men's Long Sleeve Polo","Lee","10","250"
"Womens Cashmere & Merino Original Long Vee Cardigan","Wool Overs","5","250"
"Bjorn Borg Men's 1 Pack Tight Fit Stretch Brief","Bjorn Borg","10","250"
"Modern Culture Men's Slub V-Neck Tee","Modern Culture","10","250"
"Dockers Men's 3-Pack Sport Crew Socks","Dockers","10","250"
"Calvin Klein Jeans Women's Denim Short","Calvin Klein Jeans","10","250"
"Toddland Men's Shalom Boxer Brief","Toddland","10","250"
"Lee Men's Utility Short","Lee","10","250"
"!iT Jeans Women's Coachella Shorts","!it Jeans","10","250"
"Alfred Dunner Women's Chenille Mock Neck Sweater","Alfred Dunner","5","250"
"Splendid Women's V-Neck Top","Splendid","5","250"
"Lee Men's Wrinkle Resistant Double Pleat Denim Pant","Lee","10","250"
"A Christmas Story Men's Sleep Set","Christmas Story","5","250"
"FEA Juniors Twilight Breaking Dawn Part 1 Cast Leaves and Gradient Tissue Tee","FEA","10","250"
"Intimo Men's Thermal Long John Top","Intimo","10","250"
"MICHAEL Michael Kors Women's Opal","MICHAEL Michael Kors","2","250"
"Antique Rivet Men's Jack Slim Straight Pant","Antique Rivet","2","250"
"Mod-O-Doc Men's Short Sleeve Crew Tee","Mod-O-Doc","10","250"
"US Polo Assn. Juniors Uspa Baseball T-Shirt","U.S. Polo Assn.","10","250"
"Moon Dance Women's Embroidered Round Yoke Duster","Moon Dance","10","250"
"Mens Cashmere & Merino Cable Sweater","Wool Overs","5","250"
"Womens Cashmere & Merino Belted Cardigan","Wool Overs","5","250"
"180's Men's Metro Ear Warmers - Black","180s","10","250"
"Metal Mulisha Unruly 4-Way Stretch Boardshort - Black/Red","Metal Mulisha","5","250"
"Volcom Men's Font Various Short Sleeve Tee","Volcom","10","250"
"Sag Harbor Women's Pattern Pull On Pant","Sag Harbor","10","250"
"Volcom Juniors Sydney Cut Off Short","Volcom","5","250"
"Three Seasons Maternity Women's Bra Cami","Three Seasons Maternity","10","250"
"Ellen Tracy Women's Complete Opaque Tight","Ellen Tracy","10","250"
"Naturally By Derek Rose Men's Basel Denim Lounge Pant","Naturally by Derek Rose","2","250"
"Kavu Women's Rail Shorts","KAVU","5","250"
"Intimo Men's Sleepwear Corel Fleece Pant","Intimo","10","250"
"Lee Men's Dungarees Relaxed Midweight Bootcut Jean","Lee","5","250"
"TEXTILE Elizabeth and James Women's Peeking Pocket Ruby Short","TEXTILE Elizabeth and James","10","250"
"Steve Madden Legwear Women's 2 Pack Solid Sweater Knit Tight","Steve Madden","10","250"
"U.S. Polo Assn. Men's Screen Printed T-Shirt","U.S. Polo Assn.","10","250"
"adidas Men's Techfit DIG Short Tight","adidas","10","250"
"IZOD Men's Slim Fit Long Sleeve Mini Check Button Down Shirt","IZOD","5","250"
"ecko unltd. Men's Platinum Polo Shirt","Ecko Unltd.","10","250"
"True Grit Men's Plaid Paddle Short","True Grit","10","250"
"Mod-O-Doc Women's Tencel Stripe Pullover Hoodie","Mod-O-Doc","10","250"
"Ecko Women's Scrubs Liv Top","Ecko Red","10","250"
"Dockers Men's Signature D4 Relaxed Fit Flat Front Pant","Dockers","10","250"
"Sunner Women's Collins Printed Short","Sunner","10","250"
"Quiksilver Men's Soft Pack Walkshort","Quiksilver","5","250"
"neff Men's Corporate Fashion Hoodie","NEFF","5","250"
"Columbia Women's Glacial Fleece III Full Zip Jacket","Columbia","5","250"
"Vigoss Juniors Short Brooklyn Dot Jean","Vigoss","10","250"
"Royal Robbins Women's Cabo Skort","Royal Robbins","5","250"
"Perry Ellis Men's Flat Front Twill Short","Perry Ellis","10","250"
"Lucky Brand Mens Men's Johnny Cash Guitar Graphic Tee","Lucky Brand","10","250"
"Burnside Men's Saint Pigmented Chino Short","Burnside","10","250"
"ExOfficio Men's Sol Cool Short-Sleeve Tee","ExOfficio","5","250"
"Pull-In Men's Fashion Miam Boxer Brief","Pull-in","10","250"
"Burnside Men's Torso Stripe Hoody Shirt","Burnside","10","250"
"Burton Women's Driftwood Hooded Knit Top","Burton","5","250"
"baskit Men's Action Cool Boxer Brief","Baskit","10","250"
"Billabong R U Serious Board Short - Men's","Billabong","5","250"
"Gold Toe Men's Microfiber Fashion 3 Pack","Gold Toe","10","250"
"Columbia Men's Convertible Pant Fishing Pant","Columbia","5","250"
"Columbia Men's New Utilizer Polo","Columbia","5","250"
"Southpole Juniors Color Blocked Letterman's Hoodie","Southpole","10","250"
"MJ Soffe Men's Stadium Stripe Polo Shirt","MJ Soffe","10","250"
"La Leche League Waist Nipper (12 inch) in Beige","La Leche League International","10","250"
"Caterpillar Men's Performance Short Sleeve Tee","Caterpillar","10","250"
"Stacy Adams Underwear Men's Regular Boxer Brief","Stacy Adams","10","250"
"HUGO BOSS Men's Logo Boxer Brief","HUGO BOSS","10","250"
"Betsey Johnson Women's Fur Cuff Knee Length Welly Sock","Betsey Johnson","10","250"
"Sanctuary Clothing Women's Passenger Skirt","Sanctuary","10","250"
"Robbi & Nikki Women's Reptile Print Short","Robbi & Nikki","10","250"
"Bottoms Out Men's Frat Pack Plaid Sleep Pant","Bottoms Out","10","250"
"Nippies Skin - Reusable Natural Looking Ultra Thin Matte Silicone Nipple Cover Pasties - ADHESIVE - BEIGE","Bristols 6","10","250"
"Beach Rays Men's Cargo Pocket Boardshort","Beach Rays","10","250"
"Perry Ellis Men's Portfolio Modern Fit Flat Front Small Windowpane Pant","Perry Ellis","10","250"
"Bottoms Out Women's Flannel Sleep Pant","Bottoms Out","10","250"
"Michael Kors Men's Jersey Trimmed Waffle Hooded Pullover","Michael Kors","2","250"
"Columbia Men's ROC Pant","Columbia","5","250"
"James Jeans Women's Burt Knee Length Short","James Jeans","10","250"
"AXIS Men's Men's Yarn Dyed Drawstring Short","Axis","10","250"
"Degrees by 180'S Mens Black Fleece Ear Warmers","180s","10","250"
"MJ Soffe XT-46 Men's MMA Short","MJ Soffe","10","250"
"WARMEN Super Long 22 Women Genuine Soft Nappa Leather Opera Gloves","WARMEN","5","249.95000839233398"
"Rampage Juniors Black Knit Mesh Dress","Rampage","5","249.95000839233398"
"Women's White Candy Striped Hooded Bathrobe 14 oz Water Absorbent Fleece","Alexander Del Rossa","5","249.95000839233398"
"Chestnut Hill Women's Executive Performance Pinpoint Oxford Button Down Dress Shirt CH620W","Chestnut Hill","5","249.95000839233398"
"Dockers Men's Limited Offer D2 Straight Fit Pleated Poplin Pant","Dockers","5","249.95000839233398"
"Geoffrey Beene Men's Black Solid Suit Separate Pant","Geoffrey Beene","5","249.95000839233398"
"WARMEN Women Opera Long Luxury Soft Nappa Leather Gloves with Buttons","WARMEN","5","249.95000839233398"
"Cornerstone Men's Big Heavyweight Full Zip Hooded Sweatshirt Thermal Lining. CS620","Cornerstone","5","249.95000839233398"
"Finis Women's Skinback Swimsuit","FINIS","5","249.95000839233398"
"Polo Ralph Lauren Mens Green Corduroy Pants Italy","Polo Ralph Lauren","5","249.95000839233398"
"AA9590 Alternative Unisex 6.4 oz Rocky Full-Zip Hoodie","Alternative","5","249.95000839233398"
"Chestnut Hill CH590 Mens Pima Cotton Poplin","Chestnut Hill","5","249.95000839233398"
"Ed Hardy Womens Rope & Tiger Hoodie - Mustard","Ed Hardy","5","249.95000839233398"
"Tommy Hilfiger Men Argyle Plaid Knit Logo V-Neck Sweater Pullover","Tommy Hilfiger","5","249.95000839233398"
"Swim 365 Plus Size Swimsuit 2-piece tunic swimsuit","Swim 365","5","249.95000839233398"
"STRAPLESS LONG DESIGNER EVENING GOWN SEXY MAXI DRESS NEW WITH TAG !","Hot from Hollywood","5","249.95000839233398"
"DESIGNER LEOPARD STRAPLESS OCCASION DRESS PARTY NEW MAXI GOWN","Hot from Hollywood","5","249.95000839233398"
"Large Muted Reaper - Sons Of Anarchy Hooded Sweatshirt","Sons Of Anarchy","5","249.95000839233398"
"Mango Women's Suit Cropped Blazer - Chipi","MANGO","5","249.95000839233398"
"Toes on the Nose Men's Journey Hybrid Walkshort","Toes on the Nose","5","249.95000839233398"
"Strapless Tube Pleated Evening Prom Cocktail Party Satin Womens Mini Dress","Hot from Hollywood","5","249.95000839233398"
"Stunning Ladies Blazer Smart Summer Jacket","Fashion Victim","5","249.95000839233398"
"Prom V-shape Dress New Elegant Long Gown #2560","US Fairytailes","5","249.95000839233398"
"Jumpin Jammerz Pink Duck Hoodie Footed Pajamas","Jumpin Jammerz","5","249.95000839233398"
"Womens Monokini Swimsuit Aloha One Piece / Two Piece Several Colors","Aloha","5","249.95000839233398"
"U.S. Polo Assn. Men's Color Block Bubble Jacket","U.S. Polo Assn.","5","249.95000839233398"
"Blue Banana - Black Lace up Bell Sleeve Tunic Top","Blue Banana","5","249.95000839233398"
"Alternative Ladies' Rib-Sleeve Scoopneck Long-Sleeve T-Shirt with Thumbholes","Alternative","5","249.95000839233398"
"Levi's Misses Classic Bold Curve ID Straight Jean","Levi's","5","249.95000839233398"
"Guide Gear 100 gram Thinsulate Insulation - lined Jeans Stonewash","Guide Gear","5","249.95000839233398"
"Casual Moments Women's 48 Wrap With Snow Leopard Trim","Casual Moments","5","249.95000839233398"
"Hospital Patient Gown Designer Gownies","Gownies","5","249.95000839233398"
"Calvin Klein Sportswear Men's Logo Full Zip Polar Fleece","Calvin Klein","5","249.95000839233398"
"Port Authority Men's Polyester Shell Puffy Vest. J709","Port Authority","5","249.95000839233398"
"Perry Ellis Men's Portfolio Classic Fit Flat Front Sharkskin Pant","Perry Ellis","5","249.95000839233398"
"Womens Longitude Regular and Plus Size Swimdress Swimsuit Long Tankini Swimwear 12-18 Sparkle","Longitude","5","249.95000839233398"
"Hurley Men's Tarrant Fleece","Hurley","5","249.95000839233398"
"Oak Hill Big & Tall Waist Relaxer Premium Pleated Twill Pants","Oak Hill","5","249.95000839233398"
"Coolibar UPF 50+ Men's Short-Sleeve Quarter Zip Splash Guard - Sun Protection","Coolibar","5","249.95000839233398"
"Dockers Men's Golf Microfiber Pant","Dockers","5","249.95000839233398"
"Tri-Mountain Women's Turtleneck Stylish Fleece Sweatshirt. 7070","Tri-Mountain","5","249.95000839233398"
"Vobaga Bohemian Tribal Oversized Knit Bat Sleeve Deer Pattern Sweater Coat Knitwear Cardigan","Vobaga","5","249.95000839233398"
"Tommy Hilfiger Mens V-Neck Cotton Sweater Vest","Tommy Hilfiger","5","249.95000839233398"
"Ecko Drop Out Mens Hoodie","Marc Ecko","8","249.9199981689453"
"Woman Within Plus Size Top tunic length in softest sweatshirt fleece","Woman Within","10","249.89999771118164"
"Calvin Klein Men's Signature Trifold","Calvin Klein","10","249.89999771118164"
"Blue Argyle Footed Pajamas for Women","Softwear","10","249.89999771118164"
"Jerzees 437ML 50/50 L-Sleeve Jersey Polo with SpotShield","Jerzees","10","249.89999771118164"
"6 - Pk. Guide Gear Pouch Briefs","Guide Gear","10","249.89999771118164"
"Skechers Men's 5017 Aviator Sunglasses","Skechers","10","249.89999771118164"
"Long Zip-Front Robe","Carol Wright Gifts","10","249.89999771118164"
"The Skull Patch Legging","Yelete","10","249.89999771118164"
"Guy Harvey Striped Bass Long Sleeve Shirt","Guy Harvey","10","249.89999771118164"
"Sports Bra Design Front Panel Adjustable Back Hook Clasp Maternity Nursing Bra","Hot from Hollywood","10","249.89999771118164"
"Woman Within Plus Size Jean elastic back waist 5-pocket styling","Woman Within","10","249.89999771118164"
"AX Paris Pleated Chiffon Short","AxParis","10","249.89999771118164"
"180s Men's Chesterfield Ear Warmer","180s","10","249.89999771118164"
"FULL TILT Love Lace Womens Sweatshirt","Full Tilt","10","249.89999771118164"
"Ed Hardy Men's Glory Lounge Shorts - Sand Storm","Ed Hardy","10","249.89999771118164"
"La Leche League 4221 Intimates Nursing Tank","La Leche League","6","249.83999633789062"
"Motherhood Maternity: Short Sleeve Dolman Sleeve Maternity Sweater","Motherhood Maternity","10","249.79999542236328"
"Belly Bandit tummy wrap post pregnancy belly wrap maternity belt original Black","Belly Bandit","5","249.75000381469724"
"Mishka - Mens Halftone Keep Watch Crewneck in Heather","Mishka","5","249.75000381469724"
